Phylum,Class,Order,Family,Genus,Species,Taxa,TSN,Common_name,Sex,Size_Maturity,Season_or_doy,Capture_method,Region,LME_Continent,Ocean_Freshwater,Storage_method,Storage_duration_years,Methodology,Sample_Type,N_replicates,Size_min_mm,Size_max_mm,Size_min_g,Size_max_g,Ash_perc,H2O_perc,Lipid_perc,AFLDM,Dry_KJg_mean,Dry_KJg_SD,Ash_KJg,Wet_KJg_mean,Wet_KJg_SD,Wet_KJg_min,Wet_KJg_max,Indigestible_perc,Publication_Type,Publication_Author,Publication_Journal,Publication_Year,Notes
Annelida,Polychaeta,Phyllodocida,Alciopidae,Vanadis,antarctica,Vanadis antarctica,660242,N/A,NA,N/A,Fall,N/A,Weddell Sea,Antarctic,Southern,N/A,NA,Proximate composition,Whole body,1,NA,NA,NA,NA,NA,86.3,NA,NA,14.2,NA,NA,2.09,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Gadiformes,Gadidae,Micromesistius,australis,Micromesistius australis,164775,N/A,NA,N/A,N/A,N/A,Patagonia,Antarctic,Southern,N/A,NA,Bomb calorimetry,Whole body,3,140,150,NA,NA,NA,78.5,NA,NA,21.1,NA,NA,4.54,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Perciformes,Nototheniidae,Lepidonotothen,squamifrons,Lepidonotothen squamifrons,642886,N/A,NA,N/A,N/A,N/A,N/A,Antarctic,Southern,N/A,NA,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Mollusca,Cephalopoda,Teuthida,Onychoteuthidae,Moroteuthis,ingens,Moroteuthis ingens,556500,N/A,NA,N/A,N/A,N/A,New Zealand,Antarctic,Southern,N/A,NA,Proximate composition,Whole body,6,356,NA,NA,NA,NA,80.3,NA,NA,24,NA,NA,4.73,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Mollusca,Cephalopoda,Teuthida,Loliginidae,Loligo,gahi,Loligo gahi,556654,N/A,NA,N/A,N/A,N/A,N/A,Antarctic,Southern,N/A,NA,Proximate composition,Whole body,NA,NA,NA,NA,NA,NA,80.9,NA,NA,16.2,NA,NA,3.09,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Perciformes,Nototheniidae,Pagothenia,borchgrevinki,Pagothenia borchgrevinki,642902,N/A,NA,N/A,Spring,N/A,McMurdo Sound,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,1,NA,NA,NA,NA,NA,77.2,NA,NA,24.6,NA,NA,5.6,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Myctophiformes,Myctophidae,Gymnoscopelus,nicholsi,Gymnoscopelus nicholsi,623820,N/A,NA,N/A,Spring,N/A,Ross Sea,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,1,142,156,NA,NA,NA,64.9,NA,NA,29.3,NA,NA,10.3,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Myctophiformes,Myctophidae,Gymnoscopelus,braueri,Gymnoscopelus braueri,623816,N/A,NA,N/A,Spring,N/A,Ross Sea,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,1,94,108,7.1,10.9,NA,68.5,NA,NA,29.5,NA,NA,9.3,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Myctophiformes,Myctophidae,Electrona,antarctica,Electrona antarctica,623809,N/A,NA,N/A,Spring,N/A,Ross Sea,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,1,71,91,4.9,9.9,NA,69.6,NA,NA,29.6,NA,NA,9,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Myctophiformes,Myctophidae,Electrona,carlsbergi,Electrona carlsbergi,623810,N/A,NA,N/A,Spring,N/A,Ross Sea,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,1,66,78,NA,NA,NA,73.9,NA,NA,23.4,NA,NA,6.1,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Perciformes,Nototheniidae,Trematomus,bernacchii,Trematomus bernacchii,643036,N/A,NA,N/A,Spring,N/A,McMurdo Sound,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,1,NA,NA,NA,NA,NA,77.4,NA,NA,22.1,NA,NA,5,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Perciformes,Nototheniidae,Trematomus,pennellii,Trematomus pennellii,643043,N/A,NA,N/A,Spring,N/A,McMurdo Sound,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,1,NA,NA,NA,NA,NA,78.3,NA,NA,21.2,NA,NA,4.6,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Perciformes,Nototheniidae,Trematomus,bernacchii,Trematomus bernacchii,643036,N/A,NA,N/A,Spring,N/A,McMurdo Sound,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,1,NA,NA,NA,NA,NA,78.3,NA,NA,21.7,NA,NA,4.7,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Osmeriformes,Bathylagidae,Bathylagus,antarcticus,Bathylagus antarcticus,182852,N/A,NA,N/A,Spring,N/A,Ross Sea,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,1,131,171,20.4,56.8,NA,87.3,NA,NA,22.8,NA,NA,2.9,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Perciformes,Nototheniidae,Dissostichus,mawsoni,Dissostichus mawsoni,642808,N/A,NA,N/A,Spring,N/A,McMurdo Sound,Antarctic,Southern,N/A,NA,Bomb calorimetry,Whole body,1,NA,NA,NA,NA,NA,68.6,NA,NA,29.9,NA,NA,9.4,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Myctophiformes,Myctophidae,Electrona,antarctica,Electrona antarctica,623809,N/A,NA,N/A,Spring,N/A,Scotia Sea,Antarctic,Southern,N/A,NA,Bomb calorimetry,Whole body,16,66.1,66.1,3.8,3.8,NA,69,NA,NA,18.9,NA,NA,5.86,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Perciformes,Nototheniidae,Pagothenia,borchgrevinki,Pagothenia borchgrevinki,642902,N/A,NA,N/A,Spring,N/A,McMurdo Sound,Antarctic,Southern,N/A,NA,Bomb calorimetry,Whole body,NA,NA,NA,NA,NA,NA,76,NA,NA,23.8,NA,NA,5.7,1.1,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Perciformes,Nototheniidae,Trematomus,bernacchii,Trematomus bernacchii,643036,N/A,NA,N/A,Spring,N/A,McMurdo Sound,Antarctic,Southern,N/A,NA,Bomb calorimetry,Whole body,NA,NA,NA,NA,NA,NA,76.2,NA,NA,23.1,NA,NA,5.5,1.3,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Perciformes,Nototheniidae,Trematomus,hansoni,Trematomus hansoni,643038,N/A,NA,N/A,Spring,N/A,McMurdo Sound,Antarctic,Southern,N/A,NA,Bomb calorimetry,Whole body,NA,NA,NA,NA,NA,NA,76.7,NA,NA,23.2,NA,NA,5.4,0.9,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Perciformes,Nototheniidae,Pagothenia,borchgrevinki,Pagothenia borchgrevinki,642902,N/A,NA,N/A,Spring,N/A,McMurdo Sound,Antarctic,Southern,N/A,NA,Bomb calorimetry,Whole body,NA,NA,NA,NA,NA,NA,77.6,NA,NA,23.7,NA,NA,5.3,1.3,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Myctophiformes,Myctophidae,Gymnoscopelus,braueri,Gymnoscopelus braueri,623816,N/A,NA,N/A,Spring,N/A,Scotia Sea,Antarctic,Southern,N/A,NA,Proximate composition,Whole body,3,110,110,9.2,9.2,NA,64.2,NA,NA,19.9,NA,NA,7.14,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Perciformes,Nototheniidae,Notothenia,rossii,Notothenia rossii,171105,N/A,NA,N/A,Spring,N/A,Kerguelen,Antarctic,Southern,N/A,NA,Proximate composition,Whole body,NA,NA,NA,NA,NA,NA,76.7,NA,NA,26.1,NA,NA,6.07,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Perciformes,Channichthyidae,Channichthys,rhinoceratus,Channichthys rhinoceratus,642767,N/A,NA,N/A,Spring,N/A,Kerguelen,Antarctic,Southern,N/A,NA,Proximate composition,Whole body,NA,NA,NA,NA,NA,NA,82.8,NA,NA,23.1,NA,NA,3.97,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Osmeriformes,Bathylagidae,Bathylagus,antarcticus,Bathylagus antarcticus,182852,N/A,NA,N/A,Spring,N/A,Scotia Sea,Antarctic,Southern,N/A,NA,Proximate composition,Whole body,8,99.4,99.4,5.8,5.8,NA,85.1,NA,NA,14.9,NA,NA,2.22,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Mollusca,Gastropoda,Pteropoda,Clionidae,Clione,limacina,Clione limacina,78089,N/A,NA,N/A,Spring and Summer,N/A,McMurdo Sound,Antarctic,Southern,N/A,NA,Proximate composition,Pooled whole body,4,NA,NA,NA,NA,NA,NA,NA,NA,24.8,NA,NA,NA,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Perciformes,Nototheniidae,Dissostichus,eleginoides,Dissostichus eleginoides,642807,N/A,NA,N/A,Spring and Summer,N/A,Kerguelen,Antarctic,Southern,N/A,NA,Proximate composition,Whole body,NA,NA,NA,NA,NA,NA,69.4,NA,NA,29.4,NA,NA,9,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Perciformes,Nototheniidae,Lepidonotothen,squamifrons,Lepidonotothen squamifrons,642886,N/A,NA,N/A,Spring and Summer,N/A,Kerguelen,Antarctic,Southern,N/A,NA,Proximate composition,Whole body,NA,NA,NA,NA,NA,NA,79.8,NA,NA,23.7,NA,NA,4.78,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Perciformes,Channichthyidae,Champsocephalus,gunnari,Champsocephalus gunnari,642743,N/A,NA,N/A,Spring and Summer,N/A,Kerguelen,Antarctic,Southern,N/A,NA,Proximate composition,Whole body,NA,NA,NA,NA,NA,NA,80.1,NA,NA,23.8,NA,NA,4.74,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Myctophiformes,Myctophidae,Gymnoscopelus,braueri,Gymnoscopelus braueri,623816,N/A,NA,N/A,Spring and Winter,N/A,Weddell Sea,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,3,40.7,58.7,0.2,1.2,NA,62.1,NA,NA,29.1,1.3,NA,10.7,0.24,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Cnidaria,Scyphozoa,Coronatae,Atollidae,Atolla,N/A,Atolla,51554,N/A,NA,N/A,Spring and Winter,N/A,Weddell Sea,Antarctic,Southern,N/A,NA,Bomb calorimetry,Whole body,5,NA,NA,NA,NA,NA,93,NA,NA,11.2,3.8,NA,0.781,0.265,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Cnidaria,Scyphozoa,Coronatae,Periphyllidae,Periphylla,periphylla,Periphylla periphylla,51612,N/A,NA,N/A,Spring and Winter,N/A,Weddell Sea,Antarctic,Southern,N/A,NA,Bomb calorimetry,Whole body,8,NA,NA,NA,NA,NA,93.6,NA,NA,20.4,1.1,NA,1.31,0.0723,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,macrura,Thysanoessa macrura,95581,N/A,NA,Adult,Summer,N/A,Southern Indian Ocean,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.52,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,macrura,Thysanoessa macrura,95581,N/A,NA,Adult,Summer,N/A,Southern Indian Ocean,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.12,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,superba,Euphausia superba,95514,N/A,Female,,Summer,N/A,Lazarev Sea,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,3,NA,NA,NA,NA,NA,73.8,NA,NA,NA,NA,NA,5.54,0.73,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,superba,Euphausia superba,95514,N/A,Female,,Summer,N/A,WAP,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,1,NA,NA,NA,NA,NA,NA,NA,NA,22,0.3,NA,NA,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,superba,Euphausia superba,95514,N/A,Female,,Summer,N/A,Southern Indian Ocean,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.31,0.88,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,superba,Euphausia superba,95514,N/A,Female,,Summer,N/A,Southern Indian Ocean,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.88,0.78,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,superba,Euphausia superba,95514,N/A,Female,,Summer,N/A,Elephant Island,Antarctic,Southern,N/A,NA,Proximate composition,Pooled whole body,4,NA,NA,NA,NA,NA,75.9,NA,NA,NA,NA,NA,4.8,0.05,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,superba,Euphausia superba,95514,N/A,Female,,Summer,N/A,South Georgia,Antarctic,Southern,N/A,NA,Proximate composition,Pooled whole body,5,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,5.45,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,superba,Euphausia superba,95514,N/A,Female,,Summer,N/A,Elephant Island,Antarctic,Southern,N/A,NA,Proximate composition,Pooled whole body,2,NA,NA,NA,NA,NA,77.7,NA,NA,NA,NA,NA,4.16,0.33,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,superba,Euphausia superba,95514,N/A,Juvenile,Juvenile,Summer,N/A,Lazarev Sea,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,2,NA,NA,NA,NA,NA,75.1,NA,NA,NA,NA,NA,5.63,1.19,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,superba,Euphausia superba,95514,N/A,Juvenile,Juvenile,Summer,N/A,Southern Indian Ocean,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59,0.76,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,macrura,Thysanoessa macrura,95581,N/A,Juvenile,Juvenile,Summer,N/A,Southern Indian Ocean,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,macrura,Thysanoessa macrura,95581,N/A,Juvenile,Juvenile,Summer,N/A,Southern Indian Ocean,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,superba,Euphausia superba,95514,N/A,Juvenile,Juvenile,Summer,N/A,Elephant Island,Antarctic,Southern,N/A,NA,Proximate composition,Pooled whole body,1,NA,NA,NA,NA,NA,78.3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,superba,Euphausia superba,95514,N/A,Male,,Summer,N/A,WAP,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,1,NA,NA,NA,NA,NA,NA,NA,NA,19.5,0.5,NA,NA,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,superba,Euphausia superba,95514,N/A,Male,,Summer,N/A,Southern Indian Ocean,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76,0.96,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,superba,Euphausia superba,95514,N/A,Male,,Summer,N/A,Elephant Island,Antarctic,Southern,N/A,NA,Proximate composition,Pooled whole body,4,NA,NA,NA,NA,NA,78.9,NA,NA,NA,NA,NA,3.73,0.12,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,superba,Euphausia superba,95514,N/A,Male,,Summer,N/A,South Georgia,Antarctic,Southern,N/A,NA,Proximate composition,Pooled whole body,5,NA,NA,NA,NA,NA,80.1,NA,NA,NA,NA,NA,3.83,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Perciformes,Nototheniidae,Pleuragramma,antarcticum,Pleuragramma antarcticum,642933,N/A,NA,N/A,Summer,N/A,Ross Sea,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,1,113,155,8.5,38.9,NA,82.1,NA,NA,27.9,NA,NA,5,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Myctophiformes,Myctophidae,Krefftichthys,anderssoni,Krefftichthys anderssoni,623731,N/A,NA,N/A,Summer,N/A,Macquarie,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,18,40,69,NA,NA,NA,69.8,NA,NA,27.5,2.8,NA,8.32,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Myctophiformes,Myctophidae,Protomyctophum,parallelum,Protomyctophum parallelum,623869,N/A,NA,N/A,Summer,N/A,Macquarie,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,6,20,48,NA,NA,NA,70.9,NA,NA,28.3,12.3,NA,8.23,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Perciformes,Nototheniidae,Trematomus,lepidorhinus,Trematomus lepidorhinus,643039,N/A,NA,N/A,Summer,N/A,Ross Sea,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,1,NA,NA,NA,NA,NA,71.3,NA,NA,26.8,NA,NA,7.7,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Myctophiformes,Myctophidae,Electrona,subaspera,Electrona subaspera,623811,N/A,NA,N/A,Summer,N/A,Macquarie,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,6,10,117,NA,NA,NA,72.1,NA,NA,26.6,1.2,NA,7.41,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Myctophiformes,Myctophidae,Gymnoscopelus,fraseri,Gymnoscopelus fraseri,623817,N/A,NA,N/A,Summer,N/A,Macquarie,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,18,35,78,NA,NA,NA,73.1,NA,NA,29.3,8.6,NA,7.89,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Myctophiformes,Myctophidae,Protomyctophum,tenisoni,Protomyctophum tenisoni,162691,N/A,NA,N/A,Summer,N/A,Macquarie,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,6,43,51,NA,NA,NA,73.2,NA,NA,20.5,0.7,NA,5.5,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Myctophiformes,Myctophidae,Protomyctophum,bolini,Protomyctophum bolini,623863,N/A,NA,N/A,Summer,N/A,Macquarie,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,18,29,61,NA,NA,NA,73.5,NA,NA,28,10.6,NA,7.42,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Myctophiformes,Myctophidae,Gymnoscopelus,microlampas,Gymnoscopelus microlampas,623819,N/A,NA,N/A,Summer,N/A,Macquarie,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,6,84,122,NA,NA,NA,74.7,NA,NA,22.6,1.1,NA,5.72,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Perciformes,Nototheniidae,Trematomus,eulepidotus,Trematomus eulepidotus,643037,N/A,NA,N/A,Summer,N/A,Ross Sea,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,1,NA,NA,NA,NA,NA,75.6,NA,NA,23.4,NA,NA,5.7,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Myctophiformes,Myctophidae,Protomyctophum,andriashevi,Protomyctophum andriashevi,623861,N/A,NA,N/A,Summer,N/A,Macquarie,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,12,23,51,NA,NA,NA,75.7,NA,NA,39.3,21.5,NA,9.54,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Myctophiformes,Myctophidae,Electrona,carlsbergi,Electrona carlsbergi,623810,N/A,NA,N/A,Summer,N/A,Macquarie,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,6,26,97,NA,NA,NA,76.7,NA,NA,21.7,3.2,NA,5.05,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,superba,Euphausia superba,95514,N/A,NA,N/A,Summer,N/A,WAP,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,9,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,5.01,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Stomiiformes,Stomiidae,Stomias,gracilis,Stomias gracilis,622678,N/A,NA,N/A,Summer,N/A,Macquarie,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,18,130,278,NA,NA,NA,77.8,NA,NA,23.2,3,NA,5.15,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Perciformes,Nototheniidae,Trematomus,scotti,Trematomus scotti,643044,N/A,NA,N/A,Summer,N/A,Ross Sea,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,1,NA,NA,NA,NA,NA,78.5,NA,NA,18.6,NA,NA,4,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Myctophiformes,Myctophidae,Nannobrachium,achirus,Nannobrachium achirus,623742,N/A,NA,N/A,Summer,N/A,Macquarie,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,18,35,147,NA,NA,NA,78.5,NA,NA,28.5,14.4,NA,6.12,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
Chordata,Teleostei,Gadiformes,Moridae,Antimora,rostrata,Antimora rostrata,164672,Blue hake,NA,N/A,Summer,N/A,Macquarie,Antarctic,Southern,N/A,NA,Bomb calorimetry,Pooled whole body,2,225,227,NA,NA,NA,80.1,NA,NA,21.8,2.3,NA,4.33,NA,NA,NA,NA,Review,Schaafsma et al.,Marine Biology,2018,Review of literature for Antarctica
